評分,圖鑑編號,寶可夢,第一屬性,第二屬性,地區,型態別,暗影,Mega進化,其他形態,性別,尺寸,天氣,CP,攻擊力,防禦力,HP,等級,一般招式,特殊招式1,特殊招式2,幾下可用特招1,幾下可用特招2,夥伴行走距離,開第二招星塵花費,Stat Product
99.6,376,巨金怪,鋼,超能力,-,-,-,-,-,-,-,-,4286,228.6,204.2,172,50,暗影爪*,彗星拳*,地震,6,9,5,75000,8027353
98.3,376,巨金怪,鋼,超能力,-,-,暗影,-,-,-,-,-,4286,228.6,204.2,172,50,暗影爪*,彗星拳*,地震,6,9,5,75000,8027353
95,671,花潔夫人,妖精,,-,-,-,-,-,-,-,-,3657,190.7,217.6,168,50,妖精之風,潑冷水*,月亮之力,5,7,3,50000,6974349
93.1,730,西獅海壬,水,妖精,-,-,-,-,-,-,-,-,3618,207.6,176.5,172,50,攀瀑,魅惑之聲,加農水砲*,5,4,3,10000,6299607
93,1000,賽富豪,鋼,幽靈,-,-,-,-,-,-,-,-,3976,224.4,172.3,182,50,禍不單行,暗影球,真氣彈,4,6,5,10000,7034047
92.9,468,波克基斯,妖精,飛行,-,-,-,-,-,-,-,-,3767,201.7,194.9,178,50,啄,魔法閃耀,波導彈*,7,5,3,50000,6998226
91.6,706,黏美龍,龍,,-,-,-,-,-,-,-,-,3963,197.5,216,186,50,龍息,水流尾,雷電拳*,9,10,5,75000,7932000
90.9,149,快龍,龍,飛行,-,-,-,-,-,-,-,-,4287,233.6,179,188,50,龍息,雷電拳,蠻力,10,10,5,75000,7860515
90.4,130,暴鯉龍,水,飛行,-,-,-,-,-,-,-,-,3834,211.8,168.9,194,50,龍息,水流尾*,咬碎,9,12,1,10000,6938524
89.7,130,暴鯉龍,水,飛行,-,-,暗影,-,-,-,-,-,3834,211.8,168.9,194,50,龍息,水流尾*,咬碎,9,12,1,10000,6938524
89.3,700,仙子伊布,妖精,,-,-,-,-,-,-,-,-,3470,183.2,184.9,194,50,妖精之風,月亮之力,暗影球,7,6,5,75000,6569762
88.6,635,三首惡龍,惡,龍,-,-,暗影,-,-,-,-,-,4098,227.7,170.6,189,50,龍息,狂舞揮打*,飛翔,9,12,5,75000,7341687
88.5,977,吃吼霸,水,,-,-,-,-,-,-,-,-,3388,160.5,162.2,274,50,攀瀑,衝浪,逆鱗,5,6,5,75000,7131978
87.7,983,仆斬將軍,惡,鋼,-,-,-,-,-,-,-,-,4086,212.6,183.2,201,50,金屬音,欺詐,鐵頭,5,7,5,75000,7827838
87.6,768,具甲武者,蟲,水,-,-,-,-,-,-,-,-,3575,195.8,202.5,164,50,連斬,水流噴射,十字剪,10,10,1,10000,6502578
87.5,149,快龍,龍,飛行,-,-,暗影,-,-,-,-,-,4287,233.6,179,188,50,龍息,雷電拳,蠻力,10,10,5,75000,7860515
87.3,350,美納斯,水,,-,-,暗影,-,-,-,-,-,3398,173.9,196.6,194,50,攀瀑,水流尾,緊束,4,5,5,75000,6635241
86.4,979,棄世猴,格鬥,幽靈,-,-,-,-,-,-,-,-,3695,197.5,162.2,215,50,踢倒,憤怒之拳*,近身戰,5,6,3,50000,6885451
86.3,160,大力鱷,水,,-,-,-,-,-,-,-,-,3230,184.9,170.6,178,50,暗影爪,加農水砲*,冰凍光束,5,7,3,10000,5613161
85.7,395,帝王拿波,水,鋼,-,-,暗影,-,-,-,-,-,3279,189.1,168.9,178,50,金屬音,加農水砲*,啄鑽,5,5,3,10000,5684174
84.6,635,三首惡龍,惡,龍,-,-,-,-,-,-,-,-,4098,227.7,170.6,189,50,龍息,狂舞揮打*,飛翔,9,12,5,75000,7341687
84.3,975,浩大鯨,冰,,-,-,-,-,-,-,-,-,3519,187.4,116,304,50,細雪,雪崩,蠻力,6,5,3,50000,6605813
84.3,445,烈咬陸鯊,龍,地面,-,-,-,-,-,-,-,-,4479,231.9,174.8,213,50,泥巴射擊,廣域破壞,大地之力*,6,6,5,75000,8634174
84.3,373,暴飛龍,龍,飛行,-,-,暗影,-,-,-,-,-,4239,245.4,153.8,194,50,龍尾,狂舞揮打,飛翔,3,4,5,75000,7319888
84.1,3,妙蛙花,草,毒,-,-,-,-,-,-,-,-,3075,179,171.4,172,50,藤鞭,瘋狂植物*,污泥攻擊,6,5,3,10000,5277242
84,260,巨沼怪,水,地面,-,-,-,-,-,-,-,-,3362,187.4,159.7,201,50,泥巴射擊,加農水砲*,地震,5,8,3,10000,6013444
82.9,395,帝王拿波,水,鋼,-,-,-,-,-,-,-,-,3279,189.1,168.9,178,50,金屬音,加農水砲*,啄鑽,5,5,3,10000,5684174
82.9,373,暴飛龍,龍,飛行,-,-,-,-,-,-,-,-,4239,245.4,153.8,194,50,龍尾,狂舞揮打,飛翔,3,4,5,75000,7319888
82.6,160,大力鱷,水,,-,-,暗影,-,-,-,-,-,3230,184.9,170.6,178,50,暗影爪,加農水砲*,冰凍光束,5,7,3,10000,5613161
82.6,365,帝牙海獅,冰,水,-,-,-,-,-,-,-,-,3081,165.5,160.5,215,50,細雪*,冰錐*,地震,5,9,3,50000,5712245
82.5,445,烈咬陸鯊,龍,地面,-,-,暗影,-,-,-,-,-,4479,231.9,174.8,213,50,龍尾,廣域破壞,大地之力*,5,5,5,75000,8634174
82.5,407,羅絲雷朵,草,毒,-,-,-,-,-,-,-,-,3359,216.8,168.1,142,50,毒針,氣象球 火*,飛葉風暴,4,7,3,50000,5173766
82.1,979,棄世猴,格鬥,幽靈,-,-,暗影,-,-,-,-,-,3695,197.5,162.2,215,50,雙倍奉還,憤怒之拳*,冰凍拳,6,7,3,50000,6885451
82.1,998,戟脊龍,龍,冰,-,-,-,-,-,-,-,-,4013,226,153.8,205,50,龍息,雪崩,龍爪,12,13,5,75000,7125675
81.9,713,冰岩怪,冰,,-,-,-,-,-,-,-,-,3615,177.3,214.3,194,50,冰凍牙,雪崩,泰山壓頂,8,6,3,50000,7370435
81.6,131,拉普拉斯,水,冰,-,-,暗影,-,-,-,-,-,2985,151.3,158.8,245,50,精神波,泡影詠歎調,冰凍光束*,12,14,5,75000,5885307
81.4,464,超甲狂犀,地面,岩石,-,-,-,-,-,-,-,-,4221,215.1,172.3,223,50,擲泥,直衝鑽,岩石炮*,4,5,3,50000,8263565
